都道府県名,地方公共団体コード,施設コード,地方公共団体名,施設名称,年間処理量_t/年度,資源化量_資源化物回収_t/年度,資源化量_発生ガス回収_m3/年度,資源化量_生産量・搬出量の別,処理対象廃棄物_可燃ごみ,処理対象廃棄物_混合（未分別）ごみ,処理対象廃棄物_粗大ごみ,処理対象廃棄物_固形化燃料,処理対象廃棄物_その他,処理対象廃棄物_不燃ごみ,処理対象廃棄物_資源ごみ,処理対象廃棄物_ごみ処理残渣,処理対象廃棄物_し尿処理残渣,処理対象廃棄物_その他（具体的）,施設の種類,施設の種類_その他（具体的）,処理方式,炉型式,ごみ処理事業実施方式,施設全体の処理能力_t/日,炉数,使用開始年度,余熱利用の状況_場内温水,余熱利用の状況_場内蒸気,余熱利用の状況_発電（場内利用）,余熱利用の状況_場外温水,余熱利用の状況_場外蒸気,余熱利用の状況_発電（場外利用）,余熱利用の状況_その他,余熱利用の状況_無し,余熱利用量（仕様値・公称値）_余熱利用量_MJ,余熱利用量（仕様値・公称値）_うち外部熱供給量_MJ,余熱利用量（実績値）_余熱利用量_MJ,余熱利用量（実績値）_うち外部熱供給量_MJ,発電能力_発電能力_kW,発電能力_発電効率（仕様値・公称値）_％,発電能力_総発電量（実績値）_MWh,発電能力_うち外部供給量（実績値）_MWh,余剰電力利用（売電）_売電量_MWh/年,余剰電力利用（売電）_売電収入_円/年,余剰電力利用（売電）_売電価格(単価)_固定価格_円/kWh,余剰電力利用（売電）_売電価格(単価)_重負荷_円/kWh,余剰電力利用（売電）_売電価格(単価)_昼間_円/kWh,余剰電力利用（売電）_売電価格(単価)_夜間_円/kWh,契約電力会社名_（受電）,契約電力会社名_（売電）,売電において活用している制度_ＦＩＴ,売電において活用している制度_ＲＰＳ,売電において活用している制度_その他,売電において活用している制度_その他_具体的な制度名,売電の配分割合の方法_経費に充当,売電の配分割合の方法_経費に充当_充当後の分担金の計算方法,売電の配分割合の方法_経費に充当_充当後の分担金の計算方法_その他の計算方法,売電の配分割合の方法_基金に積立,売電の配分割合の方法_基金に積立_活用内容,売電の配分割合の方法_基金に積立_活用内容_その他の活用内容,売電の配分割合の方法_その他,売電の配分割合の方法_その他_具体的な方法,灰処理設備の有無_（焼却灰）_セメント固化,灰処理設備の有無_（焼却灰）_薬剤処理,灰処理設備の有無_（焼却灰）_溶融処理,灰処理設備の有無_（焼却灰）_その他,灰処理設備の有無_（焼却灰）_無し,灰処理設備の有無_（飛灰）_セメント固化,灰処理設備の有無_（飛灰）_薬剤処理,灰処理設備の有無_（飛灰）_溶融処理,灰処理設備の有無_（飛灰）_その他,灰処理設備の有無_（飛灰）_無し,運転管理体制,施設の改廃_新設（建設中）,施設の改廃_新設（新規稼働）,施設の改廃_能力変更,施設の改廃_休止,施設の改廃_廃止,施設の改廃_移管,産業廃棄物の搬入の有無,一般廃棄物の割合_％,ごみ組成分析結果（乾ベース）_合計_％,ごみ組成分析結果（乾ベース）_紙・布類_％,ごみ組成分析結果（乾ベース）_ﾋﾞﾆｰﾙ、合成樹脂、ｺﾞﾑ、皮革類_％,ごみ組成分析結果（乾ベース）_木、竹、わら類_％,ごみ組成分析結果（乾ベース）_ちゅう芥類_％,ごみ組成分析結果（乾ベース）_不燃物類_％,ごみ組成分析結果（乾ベース）_その他_％,単位容積重量_kg/m3,三成分_合計_％,三成分_水分_％,三成分_可燃分_％,三成分_灰分_％,低位発熱量_(計算値)_kJ/kg,低位発熱量_(実測値)_kJ/kg,リユース・リペアの対象品目_合計_重量_t/年度,リユース・リペアの対象品目_合計_個数_個・台等,リユース・リペアの対象品目_家具_対象,リユース・リペアの対象品目_家具_重量_t/年度,リユース・リペアの対象品目_家具_個数_個・台等,リユース・リペアの対象品目_自転車_対象,リユース・リペアの対象品目_自転車_重量_t/年度,リユース・リペアの対象品目_自転車_個数_個・台等,リユース・リペアの対象品目_衣類_対象,リユース・リペアの対象品目_衣類_重量_t/年度,リユース・リペアの対象品目_衣類_個数_個・台等,リユース・リペアの対象品目_書籍_対象,リユース・リペアの対象品目_書籍_重量_t/年度,リユース・リペアの対象品目_書籍_個数_個・台等,リユース・リペアの対象品目_家電_対象,リユース・リペアの対象品目_家電_重量_t/年度,リユース・リペアの対象品目_家電_個数_個・台等,リユース・リペアの対象品目_傘_対象,リユース・リペアの対象品目_傘_重量_t/年度,リユース・リペアの対象品目_傘_個数_個・台等,リユース・リペアの対象品目_食器_対象,リユース・リペアの対象品目_食器_重量_t/年度,リユース・リペアの対象品目_食器_個数_個・台等,リユース・リペアの対象品目_おもちゃ_対象,リユース・リペアの対象品目_おもちゃ_重量_t/年度,リユース・リペアの対象品目_おもちゃ_個数_個・台等,リユース・リペアの対象品目_その他_対象,リユース・リペアの対象品目_その他_重量_t/年度,リユース・リペアの対象品目_その他_個数_個・台等,リユース・リペア機能・内容_修理,リユース・リペア機能・内容_展示,リユース・リペア機能・内容_販売,リユース・リペア機能・内容_譲渡,リユース・リペア機能・内容_機能なし
神奈川県,14840,1410256,厚木愛甲環境施設組合,（仮称）厚木愛甲地域ごみ中間処理施設,0,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DBO（公設民営）,226,2,2025,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,委託,○,,,,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15100,1510002,新潟市,新潟市亀田清掃センター,95288.42,471,,資源化物搬出量,○,,,,,,,○,○,,焼却,,流動床式,全連続運転,DB（公設公営、一部運転委託）,390,3,1997,○,,○,○,,○,,,431194973,73336127,,,5500,13,31775,,16738,209880690,,,,,新潟スワンエナジー㈱,新潟スワンエナジー㈱,,○,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,57.5,23.6,7,7.6,1.8,2.5,158,100,43.6,51.1,5.3,10900,11080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15100,1510001,新潟市,新潟市鎧潟クリーンセンター,15999,1175,,資源化物搬出量,○,,,,,○,,○,○,,ガス化溶融・改質,,シャフト式,全連続運転,DB（公設公営、運転委託）,120,2,2001,○,,○,,,○,,,5944.2,,,,1500,8.8,3826,0,20,139810,,,,,新潟スワンエナジー㈱,東北電力㈱,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,61.6,16.1,8.6,9.6,2.8,1.3,86.3,100,51.2,43.8,5,6939,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15100,1510004,新潟市,新潟市新田清掃センター焼却施設,89675.375,38.21,,資源化物搬出量,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DBO（公設民営）,330,3,2012,,○,○,,○,○,,,230058011,88073610,93249937.68,12056925.8,7800,18.7,41618.97,3104.7,,,,,,,,,,,,,,,,,,,,,,○,○,,,,○,○,,,委託,,,,,,,有り,97.6,100,48.1,21.6,11.5,10,2.2,6.6,0.281,100,53.1,41.4,5.5,6474,6788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15202,1510005,長岡市,寿クリーンセンターごみ焼却施設,34162,0,,,○,,,,○,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,160,2,1998,○,,,○,,,,,28440720,19662720,25596591,17696408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,,,有り,98,100,68.9,17.1,2.1,9,1.3,1.6,110,100,39.4,54.2,6.4,9217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15202,1510007,長岡市,鳥越クリーンセンターごみ焼却施設,19707.16,55.24,,資源化物搬出量,○,,,,,,,○,,,焼却,,流動床式,全連続運転,DB（公設公営、一部運転委託）,150,2,1986,○,,,,,,,,4473504,,0,,,,,,,,,,,,東北電力㈱,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,有り,99.91,100,70.63,12.24,8.63,8,0.2,0.3,100,100,33.8,61.46,4.74,10721.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15204,1510009,三条市,三条市清掃センター流動床式ガス化溶融炉,33432,1015,,資源化物搬出量,○,,○,,,,,○,○,,その他,,その他,全連続運転,DBO（公設民営）,160,2,2012,,,○,,,○,,,,,,,2850,15.5,13606,0,4771,,,,,,把握していない。送電は東北電力,,○,,,,,,,,,,,,,,○,,,,○,,,,委託,,,,,,,有り,99,100,56.3,20.3,16.5,3.8,0.8,2.3,104,100,38.1,57.5,4.4,9879,11334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15205,1510010,柏崎市,クリーンセンターかしわざきごみ処理場,22862,0,0,,○,,○,,○,,,,○,,焼却,,流動床式,全連続運転,その他公設公営,160,2,1992,○,,,,,,,,2098,,0,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,,,,,委託,,,,,,,無し,,100,44.8,40.2,2.4,9.4,2,1.2,142,100,49.7,40.6,9.7,6406,8791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15208,1510011,小千谷市,時水清掃工場,12164,177,,資源化物搬出量,○,,○,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,120,2,1990,○,,,,,,,,8,,8,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,63.5,14.2,10,10.8,0.3,1.2,124,100,43.3,52.2,4.5,0,8320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15210,1510012,十日町市,エコクリーンセンター,12620,3009,,資源化物生産量,○,,○,,,,,,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,135,2,1993,○,,○,,,,,,8912978,,7695935,,20,0.09,59,0,,,,,,,ミツウロコグリーンエネルギー（株）,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,42,18.5,16.8,14.6,3,5.1,171.6,100,42.4,52.4,5.2,6681,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15211,1510013,見附市,見附市清掃センター,9849,0,,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,准連続運転,DBO（公設民営）,38,2,2019,○,,,,,,○,,4162236,,4162236,,,,,,,,,,,,東北電力,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,62.3,20.875,8.875,7.325,0.05,0.575,113.5,100,49.625,46.1,4.275,7442,8405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15212,1510040,村上市,村上市ごみ処理場(エコパークむらかみ),23944,2.25,,資源化物搬出量,○,,○,,○,○,,,○,,焼却,,ストーカ式（可動）,全連続運転,DBO（公設民営）,94,2,2015,,,○,,,○,,,,,,,1370,16.8,8139.42,56.9,4268.64,61565499,,,,,日立造船（株）,日立造船（株）,,,,,,,,,,,,,,,,○,,○,○,,,,委託,,,,,,,有り,91,100,49,24.2,8.5,7.7,8.8,1.8,127,100,44,47.1,8.9,7790,9860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15216,1510172,糸魚川市,糸魚川市清掃センターごみ処理施設,12156,15,,資源化物搬出量,○,,○,,,,,,○,,焼却,,ストーカ式（可動）,全連続運転,DBO（公設民営）,48,2,2020,○,,,○,,,,,10056480,8322000,9808512,8116800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,53.4,30.3,8.2,2.7,0.6,4.8,123,100,39.3,56,4.7,0,12943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15217,1510031,妙高市,妙高クリーンセンター,9256,0,0,,○,,○,,,,,,,,焼却,,流動床式,准連続運転,DB（公設公営、運転委託）,70,2,1996,○,,,○,,,,,45400,27240,0,0,,,,,,,,,,,東北電力,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,,,無し,,100,32.2,14.5,10.8,33.4,1.2,7.9,317,100,60.9,34.9,4.2,5050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15222,1510171,上越市,上越市クリーンセンター,49061,0,0,,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DBO（公設民営）,170,2,2017,○,,○,○,,,,,13238400,5678400,12690000,3206000,6290,24.6,32047,0,25188,437435751,19,19,16,14,東北電力ネットワーク㈱,東京瓦斯㈱,○,,,,,,,,,,,,,○,,,,,○,,,,委託,,,,,,,無し,,100,54.1,17.3,15,2.3,2.2,9.1,148.3,100,39.5,54.4,6.1,9260.8,10879.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15223,1510018,阿賀野市,阿賀野市環境センター,8712,0,0,,○,,○,,,,,○,,,焼却,,流動床式,准連続運転,DB（公設公営、一部運転委託）,60,2,1993,,,,,,,,○,,,,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,有り,99.81,100,59.7,15.1,14.3,9.2,0.9,0.8,133.8,100,58.2,38.3,3.5,5735,6870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15224,1510020,佐渡市,佐渡クリーンセンターごみ焼却施設,15991.83,0,,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,120,2,1997,○,,,○,,,,,12700800,8467200,10841040,7227360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,47.4,15.7,25.7,9.5,0.4,1.3,103.8,100,48.4,47.3,4.3,7703.3,8386.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15224,1510019,佐渡市,灰溶融固形化施設(メルティングセンター佐渡),0,32,,資源化物搬出量,,,,,,,,○,,,その他,,その他,全連続運転,DB（公設公営、運転委託）,14.5,1,2001,○,,,,,,,,1363445,,0,,,,,,,,,,,,東北電力(株),,,,,,,,,,,,,,,,,,○,,,,○,,一部委託,,,,,○,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15225,1510022,魚沼市,エコプラント魚沼,15892,32,0,資源化物搬出量,○,,,,,,,○,○,,焼却,,流動床式,准連続運転,DB（公設公営、運転委託）,95,2,1995,○,,,○,,,,,31799040,27665165,6206130,3426360,,,,,,,,,,,東北電力㈱,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,有り,89,100,59.1,18.8,8.8,10.4,1,1.9,162.4,100,63.8,33.2,3,4668,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15226,1510088,南魚沼市,環境衛生センター可燃ごみ処理施設,18944,1043,2143863,資源化物生産量,○,,○,,,,,,○,,ガス化溶融・改質,,シャフト式,全連続運転,DB（公設公営、運転委託）,110,2,2004,,,○,○,,,,,21564000,2821400,1229000,159772,1350,11.4,4221,4221,,,,,,,東北電力（株）,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,有り,94,100,54.1,28.4,10.4,4,1.7,1.4,131.3,100,41.9,52.5,5.6,8807,12050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15385,1510023,阿賀町,阿賀町クリーンセンター,3377,0,,,○,,○,,,,,,○,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,50,2,1994,○,,,,,,,,389221,389221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,有り,99,100,44.6,38.2,0.3,15.4,1.3,0.2,0.108,100,45.4,50.2,4.4,0,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15586,1510173,粟島浦村,粟島浦村ごみ焼却処理施設,51,10,,資源化物生産量,○,○,○,,,,,,○,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,5,1,2019,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,50,33,0,5,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15838,1510025,津南地域衛生施設組合,津南地域衛生施設組合ごみ処理場,3324,618,,資源化物搬出量,○,,,,,,,,○,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,36,2,1992,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,有り,75,100,48.4,13.2,6,18.9,6.2,7.3,332.5,100,67.7,27.3,5,4632,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15893,1510026,加茂市・田上町消防衛生保育組合,清掃センター,12588,0,0,,○,,,,,,,,○,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、一部運転委託）,60,2,1980,,,,,,,,○,,,,,,,,,,,,,,,東北電力㈱,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,有り,70,100,56.2,17,3.6,16.9,0.6,5.7,202.5,100,60.7,34,5.3,0,1165.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15900,1510058,燕・弥彦総合事務組合,燕・弥彦総合事務組合環境センター(流動床炉),11290,0,,,○,,,,,,,○,,,焼却,,流動床式,全連続運転,DB（公設公営、運転委託）,78,2,1995,○,,,,,,,,529000,,5292000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,○,,,,,委託,,,,,,,無し,,100,55.8,22.3,6,14.2,0.4,1.3,117,100,62.2,34,3.8,1160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15900,1510027,燕・弥彦総合事務組合,燕・弥彦総合事務組合・環境センター(ストーカ炉),14371,0,,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,80,2,1984,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,55.8,22.3,6,14.2,0.4,1.3,117,100,62.2,34,3.8,1160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15906,1510028,豊栄郷清掃施設処理組合,豊栄環境センター,16703,0,0,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,130,3,1997,○,,,,,,,,5268480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,57.2,21.4,9.5,10.8,0.7,0.4,150,100,47.6,47.9,4.5,7854,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15912,1510030,新発田地域広域事務組合,中条地区塵芥焼却場,17215.56,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、一部運転委託）,100,2,1987,○,,,,,,,,15655808,,0,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,○,○,,,,一部委託,,,,,,,無し,,100,55.1,26.2,8.3,8.7,1.2,0.5,97.8,100,34.9,60.3,4.8,10521,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15912,1510029,新発田地域広域事務組合,新発田広域クリーンセンター,25021,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、一部運転委託）,127,3,1998,○,,,○,,,,,8467200,6773760,,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,○,○,,,,一部委託,,,,,,,無し,,100,48,28.4,10.9,9.5,2.4,0.8,0,100,32.5,62.5,5,102,2603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
新潟県,15947,1510032,五泉地域衛生施設組合,ごみ焼却場,20733,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,150,2,2001,○,,,,,,,,968551,,968551,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,,,,一部委託,,,,,,,無し,,100,41,26.4,20.9,9.8,1.1,0.8,111,100,45.5,50.2,4.3,8300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
富山県,16211,1610003,射水市,射水市クリーンピア射水,27616,29,,資源化物搬出量,○,,,,,,,○,,,焼却,,流動床式,全連続運転,DB（公設公営、運転委託）,138,3,2002,○,○,○,,,○,,,2470,,,,1470,9.5,7349,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,○,,,,委託,,,,,,,無し,,100,63.2,19.2,14.3,0.7,1,1.6,141,100,43.2,50.7,6.1,8470,8640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
富山県,16891,1610004,砺波広域圏事務組合,クリーンセンターとなみごみ処理施設,23221,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,90,2,1990,○,,,,,,,,1108355,,1058965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,45.9,33.5,8.9,7.7,0.9,3.1,70.1,100,34.6,58.7,6.7,10300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
富山県,16892,1610005,新川広域圏事務組合,新川広域圏事務組合エコぽ～と,31228,30,,資源化物搬出量,○,,,,,,,○,,,焼却,,流動床式,准連続運転,DB（公設公営、直営）,174,3,2002,○,,,○,,,,,59270400,32980000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,○,○,,,,一部委託,,,,,,,有り,98.88999,100,55.7,6.9,14.6,18.4,1.7,2.7,45,100,55.7,38.6,5.7,5887,6871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
富山県,16897,1610006,富山地区広域圏事務組合,富山地区広域圏クリーンセンター,146989.19,148,,資源化物搬出量,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,810,3,2003,○,○,○,○,,○,,,2053788083,62757828,10420781,7711378,20000,19,91767,397,62156,993397920,16,16,16,16,北陸電力(株),"北陸電力送配電(株),ミツウロコグリーンエネルギー(株)",○,,,,,,,○,①将来的に施設の更新や設備等の改修経費に充当する,,,,,○,○,,,,○,○,,,一部委託,,,,,,,無し,,100,56.1,25.5,10.3,2.8,1.5,3.8,183,100,46.2,48.7,5.1,9865,9705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
富山県,16900,1610007,高岡地区広域圏事務組合,高岡広域エコ・クリーンセンター,64353,0,0,,○,,○,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,その他公設公営,255,3,2014,○,,○,,,,,,9072000,0,9072000,0,4600,17.1,25953,0,15314,269682291,19,14.35,14.35,14.35,北陸電力株式会社,アーバンエナジー㈱北陸電力送配電,○,,,,○,⑤その他,均等割+人口割+ごみ量割,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,61.4,21.8,1.4,13.1,0.9,1.4,106,100,39.2,55.9,4.9,9550,11165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
石川県,17201,1710002,金沢市,東部環境エネルギーセンター,38860.89,0,,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,250,2,1990,○,,○,○,,○,,,123446400,50803200,18702360.6,15554072.62,3000,10.8,10758.56,622.603,5571.848,76105487,,,12.738,12.738,北陸電力,北陸電力,,,,,,,,,,,,,,,,,○,○,○,,,,直営,,,,,,,無し,,100,53.9,20.8,13.4,10.4,1.5,0,145,100,43.2,50.8,6,9573,9379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
石川県,17201,1710001,金沢市,西部環境エネルギーセンター,86205.12,0,,,○,,,,○,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,340,2,2011,○,,○,○,○,○,,,83903280,75744000,22749418,21713710,7000,18.6,45721.644,176.06,34419.449,590748949,18.7,,12.738,12.738,北陸電力(株),"北陸電力(株),北陸電力送配電(株)",○,,,,,,,,,,,,,,,,○,○,○,,,,直営,,,,,,,有り,96.1,100,55.5,20.1,14.5,9.5,0.4,0,176,100,40.4,53.8,5.8,10600,10700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
石川県,17202,1710085,七尾市,ななかリサイクルセンター,5911,16,,資源化物搬出量,○,,○,,,,,,○,,焼却,,ストーカ式（可動）,全連続運転,,70,2,2022,○,,,,,,,,47513,,47512.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,委託,,○,,,,,無し,,100,54.2,26.1,3.8,6.3,6.8,2.8,126,100,45,47.8,7.2,0,10768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
石川県,17203,1710081,小松市,エコロジーパークこまつ（クリーンセンター）,25763,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DBO（公設民営）,110,2,2018,,,○,,,○,,,,,,,1990,20.06,13669,380,9078,127235368,13,,,,北陸電力,北陸電力,○,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,45,17.5,18.5,17.2,0.2,1.6,155.1,100,46.6,47.8,5.6,7841.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
石川県,17204,1710004,輪島市,輪島クリーンセンター焼却処理施設,3515,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,50,2,1993,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,○,,,無し,,100,48.7,25.3,14.8,8.2,0.8,2.2,90,100,36.8,59,4.2,10186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
石川県,17206,1710005,加賀市,加賀市環境美化センター加賀ごみ処理施設,19397,0,0,,○,,,,,,,○,,,焼却,,流動床式,全連続運転,DB（公設公営、運転委託）,160,2,1996,○,○,,○,,,,,105120000,36616800,,,,,,,,,,,,,（株）加賀ふるさとでんき,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,,,無し,,100,42.9,28.1,16.4,8.3,1.4,2.9,99,100,46.9,47.9,5.2,7867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
石川県,17206,1710006,加賀市,加賀市環境美化センター山中美化センター,0,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,25,2,1996,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,○,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
石川県,17211,1710008,能美市,能美市美化センター,13566,0,0,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,75,2,1992,○,,,,,,,,3386880,,,,,,,,,,,,,,北陸電力㈱,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,○,,,,無し,,100,50.9,21.7,12.5,12.1,1,1.8,0,100,53.2,41.5,5.3,0,6478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
