都道府県名,地方公共団体名,施設名称,年間処理量_t/年度,処理方式,炉型式,ごみ処理事業実施方式,炉数,使用開始年度,余熱利用量（仕様値・公称値）_余熱利用量_MJ,余熱利用量（仕様値・公称値）_うち外部熱供給量_MJ,余熱利用量（実績値）_余熱利用量_MJ,余熱利用量（実績値）_うち外部熱供給量_MJ,発電能力_発電能力_kW,発電能力_発電効率（仕様値・公称値）_％,発電能力_総発電量（実績値）_MWh,発電能力_うち外部供給量（実績値）_MWh,余剰電力利用（売電）_売電量_MWh/年,余剰電力利用（売電）_売電収入_円/年,余剰電力利用（売電）_売電価格(単価)_固定価格_円/kWh,余剰電力利用（売電）_売電価格(単価)_重負荷_円/kWh,余剰電力利用（売電）_売電価格(単価)_昼間_円/kWh,余剰電力利用（売電）_売電価格(単価)_夜間_円/kWh,ごみ組成分析結果（乾ベース）_合計_％,ごみ組成分析結果（乾ベース）_紙・布類_％,ごみ組成分析結果（乾ベース）_ﾋﾞﾆｰﾙ、合成樹脂、ｺﾞﾑ、皮革類_％,ごみ組成分析結果（乾ベース）_木、竹、わら類_％,ごみ組成分析結果（乾ベース）_ちゅう芥類_％,ごみ組成分析結果（乾ベース）_不燃物類_％,ごみ組成分析結果（乾ベース）_その他_％,単位容積重量_kg/m3,三成分_合計_％,三成分_水分_％,三成分_可燃分_％,三成分_灰分_％,低位発熱量_(計算値)_kJ/kg,低位発熱量_(実測値)_kJ/kg
長野県,長野広域連合,ながの環境エネルギーセンター,105523.49,ストーカ式（可動）,全連続運転,DBO（公設民営）,3,2018,55464000,55464000,22205900,22205900,7910,20.3,57986.33,0,,,,,,,100,54.3,22.6,13.4,7,2.1,0.6,206.2,100,39.1,49.8,11.1,8386,10946
長野県,長野広域連合,ちくま環境エネルギーセンター,23660.81,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2022,5500000,5500000,983620,983620,2000,19,10533.7,108.305,5281.38,103681909,109,,,,100,60.1,21.7,7,7.9,0.3,3,113.1,100,42.3,53.5,4.2,9178,11344
長野県,湖周行政事務組合,諏訪湖周クリーンセンター,27225,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2016,,,,,2050,14,14342,4489,9788,118714657,18.7,5.83,5.83,5.83,100,50,28.8,8.7,6.9,1.2,4.4,112.3,100,41.3,53.4,5.3,9021,11114
長野県,穂高広域施設組合,穂高クリーンセンターごみ焼却施設,33424,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2020,7726320,4260000,2958826,2958826,3000,21.6,18005,0,12266,210271337,19,14,11,10,100,45,24.4,12,11.5,1.8,5.3,158.1,100,47.2,47.6,5.2,7783,9318
長野県,北アルプス広域連合,北アルプスエコパーク,10499,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2018,3370000,,,,,,,,,,,,,,100,52.6,28.1,6,9.8,0.6,2.9,162.5,100,48.1,47.9,4,7800,10050
長野県,木曽広域連合,木曽クリーンセンター,5199,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,2,2018,23128,,27301,,,,,,,,,,,,100,52.4,24.9,8.9,7.3,2.2,4.3,93.8,100,33.9,59.3,6.8,10325,12187.5
長野県,南信州広域連合,稲葉クリーンセンター,29263,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2017,,,,,1343,14.15,10419,0,6814,99833424,17,,7,7,100,64.8,19.2,6.4,5.5,0.9,3.2,134,100,40.5,54.5,5,,10983
長野県,上伊那広域連合,上伊那クリーンセンター,33253,流動床式,全連続運転,DBO（公設民営）,2,2018,,,,,1990,18.3,12701,,,,,,,,100,63,22.4,3.8,3.6,1.3,5.9,175,100,43.1,50.7,6.2,8550,10200
長野県,岳北広域行政組合,エコパーク寒川,7156,ストーカ式（可動）,全連続運転,その他公設民営,2,2009,11236000,,11236000,,,,,,,,,,,,100,53.8,23.9,6.9,7.5,3.9,4,100,100,40.8,49.2,10,9300,7125
長野県,北信保健衛生施設組合,東山クリーンセンター,17437,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,2,1998,68650929,61299198,4675633,2236215,890,7.41,5476,0,2188,12430381,,8.89,6.89,4.01,100,46.8,31.8,11.1,7.3,2.3,0.7,267,100,43.6,46.4,10,7625,0
長野県,松塩地区広域施設組合,松本クリーンセンター(可燃処理施設),94880,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1999,213600000,42000000,236052500,36297500,6000,14.6,38572,4523,22786,323586429,12.91,,,,100,44.5,24.2,15.5,9.3,2.3,4.2,140,100,40.79,52.81,6.4,8930,10860
長野県,諏訪南行政事務組合,諏訪南行政事務組合諏訪南清掃センター,20585,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,2,1997,4.187,,4.187,,,,,,,,,,,,100,56,24.3,6.1,9.9,0.7,3,125.5,100,43.2,53,3.8,8867,10850
岐阜県,岐阜市,掛洞プラント,16291,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,1,1979,,,,,90,0.61,278,,0,,,,,,100,43.1,15.6,8.2,11.6,19.9,1.6,132.5,100,42,52.5,5.5,8833,10120
岐阜県,岐阜市,東部クリーンセンター,98103,流動床式,全連続運転,DB（公設公営、運転委託）,3,1998,,,,,7000,16,34225,780,15943,185893544,,11,11,11,100,43.8,28,7.5,13.6,2,5.1,188,100,46.7,47.4,5.9,7781,9842
岐阜県,大垣市,大垣市クリーンセンター,46117,流動床式,全連続運転,DB（公設公営、直営）,3,1996,165918000,84487000,122600000,16300000,1400,7.2,7929,,2015,22280156,,10.05,10.05,10.05,100,43.3,28.7,5.9,19.2,1.3,1.6,106.5,100,42.9,50.4,6.7,8405,0
岐阜県,高山市,高山市資源リサイクルセンター焼却施設,20113.86,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,2,1986,0,0,0,0,,,,,,,,,,,100,53.7,26.3,5.2,13.5,0.4,0.9,160,100,50,45.1,4.9,7279,8770
岐阜県,多治見市,多治見市三の倉センター,42574,シャフト式,全連続運転,DB（公設公営、運転委託）,2,2003,95023,,95023,,2050,17,13000,57,2418,28544867,,,,,100,25,36.1,13.9,19.4,0,5.6,155,100,53.5,42.6,3.9,10000,6700
岐阜県,中津川市,中津川市環境センター,23393,流動床式,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2004,,,,,940,8.8,5465,,0,0,,,,,100,37.7,35.1,10.3,9.3,2.3,5.3,152,100,47.2,45.4,7.4,7363,8888
岐阜県,土岐市,土岐市環境センター,14970,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,3,1990,2399040,,2399040,,,,,,,,,,,,100,41.6,35.6,5.8,13.6,1.2,2.2,90.5,100,38.5,55.6,5.9,9503,11775
岐阜県,各務原市,各務原市北清掃センター,39144,シャフト式,全連続運転,DB（公設公営、一部運転委託）,3,2002,25536000,6115200,53871710,1057224,2400,16.27,15623,0,665,3876910,5.3,,,,100,43.1,29.4,10.8,8.7,3.1,4.9,146,100,40.8,50.6,8.6,8485,8580
岐阜県,山県市,山県市クリーンセンター,7328,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2010,18944000,,24283000,,,,,,,,,,,,100,47.6,40.1,6.3,1.6,0.3,4.1,85,100,40.8,54.1,5.1,9170,111000
岐阜県,飛騨市,飛騨市クリーンセンター,5340,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,2,2013,2531256,0,2531256,0,0,0,0,0,,,,,,,100,43.7,27,12.8,9.2,2.3,5,185,100,45,49,6,8135,10558
岐阜県,郡上市,郡上クリーンセンター,9587,流動床式,全連続運転,DB（公設公営、運転委託）,2,2006,7668864,,,,,,,,,,,,,,100,34,36,15,11,1,3,180.75,100,46.75,47.975,5.275,7872.5,13900
岐阜県,下呂市,下呂市クリーンセンター,10119,ストーカ式（可動）,全連続運転,その他公設公営,2,2019,0,0,0,0,,,,,,,,,,,100,34.7,48.8,9.7,5.2,0.2,1.4,160.5,100,31.9,63.5,4.6,11125,0
岐阜県,垂井町,垂井町クリーンセンター,7292,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,2,1997,64000,0,64000,0,,,,,,,,,,,100,45.3,45.4,1.8,6.9,0.2,0.4,140,100,31.2,63.6,5.2,11161,11181
岐阜県,可茂衛生施設利用組合,ささゆりクリーンパークエコサイクルプラザ,50245,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,3,1999,20657280,,26591017,,2500,17.1,18683,,,,,,,,100,43.3,32.5,4.2,15.4,2.8,1.8,150,100,46.5,47.8,5.7,7825,10042
岐阜県,南濃衛生施設利用事務組合,南濃衛生施設利用事務組合清掃センター,16023,流動床式,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2008,300,,,,,,,,,,,,,,100,40.4,28.3,9.5,15.4,1.2,5.2,183,100,44.3,47.6,8.1,7860,10220
岐阜県,西濃環境整備組合,西濃環境保全センター,17970,シャフト式,全連続運転,DB（公設公営、一部運転委託）,1,2003,56448000,20321280,8383800,7138200,,,,,,,,,,,100,43,32.7,9.1,11,2.6,1.6,163,100,41.4,51,7.6,8586,10173
岐阜県,中濃地域広域行政事務組合,クリーンプラザ中濃ガス化溶融施設,30191,流動床式,全連続運転,DB（公設公営、運転委託）,3,2002,35562240,,0,,2350,17.2,12108,0,490,5383924,19,6,6,6,100,40.3,35.4,8.2,11.9,1.1,3.1,132,100,44,50.4,5.6,8382.5,0
静岡県,静岡市,沼上清掃工場,99498,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1995,86751699,40607178,,11388395,8390,10.2,36645,0,26076,240946473,9,,,,100,46.6,31,15.3,4.7,0.9,1.5,184,100,36,58.8,5.2,0,13000
静岡県,静岡市,西ケ谷清掃工場,120520,シャフト式,全連続運転,DB（公設公営、運転委託）,2,2010,,,309459,309459,14000,20.5,67469,267,42202,583245002,18.7,10.362,,,100,44.2,33.2,14.7,5.4,1.1,1.4,174,100,33.7,60.6,5.7,0,13600
静岡県,浜松市,浜松市南部清掃工場,115905,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,3,1981,316859645,25928448,92220936,0,2800,9.12,22092,0,,,,,,,100,44.1,18.9,14.1,13.7,3.6,5.6,269.2,100,53.2,40.9,5.9,6374,6983
静岡県,浜松市,浜松市西部清掃工場,124107,回転式,全連続運転,DBO（公設民営）,3,2008,180400000,32100000,125612000,28467000,9600,16,44045,4024,,,,,,,100,49.8,27.5,11.1,7.1,1.8,2.7,175,100,35.4,59.3,5.3,10272,12933
静岡県,沼津市,沼津市清掃プラント,51398,ストーカ式（可動）,全連続運転,その他公設公営,2,1976,14065128,,,,,,,,,,,,,,100,50,17.7,10.4,14.8,1.7,5.4,227,100,53.2,42.6,4.2,6707,7443
静岡県,熱海市,熱海市エコ・プラント姫の沢,20750,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1999,221773440,,,,,,,,,,,,,,100,37.8,21.1,24.5,11.8,1.2,3.6,265,100,51.5,45,3.5,7183,7518
静岡県,三島市,三島市ごみ処理施設,26744,流動床式,全連続運転,その他公設公営,2,1989,2815680,,811440,,,,,,,,,,,,100,36.81,21.49,17.42,11.86,4.78,7.64,107.3,100,48,50,2,8349.43,8349.43
静岡県,富士宮市,富士宮市清掃センター,36241,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,2,1994,445300,342370,387000,303000,,,,,,,,,,,100,35.7,27.2,20.7,10.6,2.2,3.6,292.5,100,51.9,44.2,3.9,7020,0
静岡県,伊東市,伊東市環境美化センター,29291,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1984,2,,,,,,,,,,,,,,100,37.4,18.3,26.3,4.4,3.4,10.2,213,100,41.6,51.6,6.8,8678,9383
静岡県,島田市,田代環境プラザ,30118,シャフト式,全連続運転,DB（公設公営、一部運転委託）,2,2006,5644800,,12,,1990,12.9,10227,,,,,,,,100,34.4,27.3,14.7,19.6,2.1,1.9,304,100,52.4,44,3.6,6968,7937
静岡県,富士市,新環境クリーンセンター工場棟,62026,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2020,14112000,14112000,4264350,4264350,6800,23.7,33099,653,,,,,,,100,24.6,17.5,29.2,22.5,2.6,3.6,285,100,52.4,43.6,4,6890,7673
静岡県,磐田市,磐田市クリーンセンター(3号炉・4号炉),40311,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2011,7693056,5612544,3075373,3075373,3000,14.25,13814,6917,,,,,,,100,53,20,10.3,12.8,1,2.9,171,100,48.7,46.1,5.2,7684,8184
静岡県,南伊豆町,南伊豆町清掃センター,2677,ストーカ式（可動）,バッチ運転,DB+O（公設民営、長期包括運営委託）,1,1991,846720,,,,,,,,,,,,,,100,26.9,18.7,24,24.3,3.9,2.2,250,100,55.3,38.6,6.1,5878,6493
静岡県,松崎町,クリーンピア松崎,2149,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,1,1999,7,,7,,,,,,,,,,,,100,30.45,20.8,14.82,28.1,3,2.83,263,100,60.22,36.33,3.45,5327.5,
静岡県,函南町,函南町ごみ焼却場,14082,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,2,2000,1411200,,,,,,,,,,,,,,100,52.3,8.8,10.7,18.9,2.1,7.2,208,100,57.5,38.3,4.2,5859,5727
静岡県,牧之原市御前崎市広域施設組合,牧之原市御前崎市広域施設組合環境保全センター,12580,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1992,5080320,3048192,328685,168226,,,,,,,,,,,100,51.1,29.7,12.2,5.95,0.3,0.75,0,100,41.975,52.525,5.5,0,9002
静岡県,御殿場市・小山町広域行政組合,富士山エコパーク　焼却センター,29668,ストーカ式（可動）,全連続運転,PFI-BTO（民設民営）,2,2015,,,,,2500,16.6,14146.64,575.58,7966.061,18944513,18.8,43.23,25.45,22.65,100,41.99,36.07,9.54,6.13,0.91,5.36,158,100,46.36,49.37,4.27,8425,10462
静岡県,東河環境センター,エコクリーンセンター東河,8455,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,2,2002,211570,,112964,,,,,,,,,,,,100,47.4,31.2,8.4,9.8,2.1,1.1,166.25,100,41.95,48,10.05,0,7630
静岡県,伊豆市沼津市衛生施設組合,土肥戸田衛生センター,1632,ストーカ式（可動）,バッチ運転,DB（公設公営、一部運転委託）,2,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,43.5,19.4,1.6,29.3,1,5.2,230,100,61.4,33,5.6,4690,0
静岡県,袋井市森町広域行政組合,中遠クリーンセンター,33724,シャフト式,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2008,47250136,23925633,12363850,4288025,1784,16,9572,0,976,11487508,,,,,100,41.38,20.8,3.12,31.9,0.85,1.95,330,100,62.37,35.18,2.45,4533,5023
静岡県,吉田町牧之原市広域施設組合,清掃センター,13908,流動床式,全連続運転,DB（公設公営、直営）,2,1999,0,,0,,,,,,,,,,,,100,56.1,16.2,21.2,5.5,0,1,0,100,41.2,54.2,4.6,9205,0
静岡県,掛川市・菊川市衛生施設組合,環境資源ギャラリー,27730,回転式,全連続運転,その他公設公営,2,2005,63283776,,60185347,,1700,11.5,8509,,,,,,,,100,50.73,22.98,7.47,9.56,2.39,6.87,117,100,42.92,50.25,6.83,8390,9580
静岡県,伊豆市伊豆の国市廃棄物処理施設組合,クリーンセンターいず,9859.4444,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2022,,,,,1200,15.7,3181,0,1771,22396590,17,11,9,7,100,51.1,21.9,9.9,8.6,2,6.5,182,100,46.1,48.9,5,8087,9428
愛知県,名古屋市,名古屋市猪子石工場,124746.69,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,2,2001,419000000,59000000,336454250,14615531,12500,14.3,49014.28,1957.781,21751.702,313689978,19,15,12,10,100,51.82,21.06,3.44,18.52,3.53,1.63,132,100,50.07,45.41,4.52,0,8260
愛知県,名古屋市,名古屋市富田工場,108532.97,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,3,2020,1283368,171116,182657806,6954503,10000,18.53,54137.6,331.19,37993.914,578271264,19,15,12,10,100,43.25,20.41,6.53,25.76,2.86,1.19,129,100,56.65,39.4,3.95,0,7570
愛知県,名古屋市,名古屋市五条川工場,105670.89,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2004,352000000,8000000,261096270,842563,14500,17.8,46394.9,0,21430.906,296607254,19,15,12,10,100,44.33,28.45,6.77,14.59,4.4,1.46,168,100,48.36,46.45,5.19,0,9850
愛知県,名古屋市,名古屋市鳴海工場,133335,シャフト式,全連続運転,PFI-BTO（民設民営）,2,2009,32958858,30337413,,,9000,15.5,44292,0,,,,,,,100,46.67,20.9,3.34,25.67,2.94,0.48,125,100,49.54,45.88,4.58,0,8660
愛知県,名古屋市,名古屋市北名古屋工場,166569,シャフト式,全連続運転,PFI-BTO（民設民営）,2,2020,37022000,21384000,,,21100,23,130465,0,,,,,,,100,41.4,24.9,21.3,9.2,2.3,0.9,142,100,43.6,52,4.4,0,9800
愛知県,豊橋市,豊橋市資源化センター(焼却施設1・2号炉),79133,回転式,全連続運転,DB（公設公営、直営）,2,2002,0,0,250818000,36331000,8700,11.4,33040,0.3,6051,92268500,,12.91,12.91,12.91,100,33.5,36.4,16.54,8.46,1.9,3.2,0,100,45.8,48.5,5.7,7980,10530
愛知県,岡崎市,岡崎市八帖クリーンセンターごみ焼却施設1号炉,28225,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,1,1996,62561581,,22966622.85,,1500,15.5,8515,1653,3909,77918378,,,10,8,100,37.1,28.5,24.9,4.2,2.1,3.2,97.4,100,41.2,53,5.8,11157,0
愛知県,岡崎市,岡崎市中央クリーンセンター　ガス化溶融施設,96254,シャフト式,全連続運転,DB（公設公営、運転委託）,2,2011,,,,,10500,16,51787,0,29896,567274919,19,14,9,9,100,30.84,24.44,34.01,6.49,1.53,2.69,100,100,38.78,55.14,6.08,11389,11591
愛知県,一宮市,一宮市環境センター,100430.14,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1997,618240000,7728000,15043909.91,15043909.91,7000,12.7,40575.96,6270.683,20075.194,289561988,,18.84,15.54,13.34,100,51.3,17.5,4.7,17.3,7,2.2,135,100,43.21,49.05,7.74,8155,8975
愛知県,春日井市,春日井市クリーンセンター1、2号炉,49.92,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1991,366937402,56448000,0,0,1400,5.1,0,0,,,,,,,100,26.35,14.75,34.15,0.05,8.35,16.35,122,100,35.65,51.8,12.55,8860,12945
愛知県,春日井市,春日井市クリーンセンター3、4号炉,75476.56,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2002,790245120,56448000,28327500,3240700,7000,14.44,31.871,3.53192,16.679,201308307,18.7,18.7,18.7,18.7,100,47.18,23.67,15.6,7.39,1.25,4.91,141.75,100,28.9,63.45,7.65,11227.5,11367.5
愛知県,豊川市,豊川市清掃工場(1、3号炉),27126,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,1991,0,0,0,0,138,2.44,884,0,,,,,,,100,35.3,26.2,27.8,6.6,0.8,3.3,238,100,43.2,51.2,5.6,8560,11589
愛知県,豊川市,豊川市清掃工場(5、6号炉),33283,シャフト式,全連続運転,DB（公設公営、一部運転委託）,2,2003,,,,,1850,13.64,10564,0,,,,,,,100,35.3,26.2,27.8,6.6,0.8,3.3,238,100,43.2,51.2,5.6,8560,11589
愛知県,豊田市,渡刈クリーンセンター,96085.76,流動床式,全連続運転,DB+O（公設民営、長期包括運営委託）,3,2007,0,0,0,0,6800,16.4,44352.83,0,,,,,,,100,26.18,29.68,35.8,3.7,1.25,3.39,174.2,100,47.4,48.3,4.3,7918.3,10141.7
愛知県,安城市,安城市環境クリーンセンター,50344,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1997,242565297,80855099,126956843,22672206,2150,13,13995,802,6798,47587204,7,,,,100,33.9,33.1,29.1,3.4,0.5,0,147.4,100,42.2,53.6,4.2,11651,11936
愛知県,西尾市,西尾市クリーンセンター(ごみ焼却施設),54163,流動床式,全連続運転,DB（公設公営、直営）,3,2000,40339178,16877952,49231400,23559100,1800,6.8,10774,0,1648,11533732,,,7,7,100,45.9,22.8,12.7,12.3,3,3.3,110,100,46.3,46.9,6.8,9430,9412
愛知県,蒲郡市,蒲郡市クリーンセンター,25624,流動床式,全連続運転,DB（公設公営、運転委託）,2,1997,53155200,37564800,20855798,16253300,,,,,,,,,,,100,41.2,25.8,22,10.8,0.2,0,171,100,51,44.7,4.3,7130,9355
愛知県,稲沢市,稲沢市環境センター,33427,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,3,1999,2161425,307646,2161425,307646,2150,13.65,9605,0,4130,64803651,,,14.1,14.1,100,59.4,17.7,2.2,16.4,0.3,4,193,100,55.9,39.8,4.3,6175,7775
愛知県,新城市,新城市クリーンセンター,11982,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,1999,11206,1601,5910,,,,,,,,,,,,100,48.2,24.3,9.2,15.5,0.9,1.9,283,100,52.9,43.3,3.8,6846,8557.5
愛知県,東海市,東海市清掃センター,30603,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1995,30411360,,0,,,,,,,,,,,,100,47.8,18.4,15.5,14,1.1,3.2,221,100,44.9,48.6,6.5,0,8893
愛知県,知多市,知多市清掃センター,19495,回転式,全連続運転,DB+M（公設公営、維持管理のみ委託）,2,2003,31960320,,38292916,,1500,10.559,4847.87,0,8.2,48462,,5.83,5.83,5.83,100,51.6,26.4,7.2,11.9,0.8,2.1,137,100,38.9,55.8,5.3,9510,12250
愛知県,田原市,田原リサイクルセンター炭生館,16085.01,流動床式,全連続運転,PFI-BOT（民設民営）,2,2005,1341912,,17952,,,,,,,,,,,,100,46.99,20.83,9.34,15.1,3.15,4.59,228,100,52.2,41.7,6.1,6700,6543
愛知県,東部知多衛生組合,東部知多クリーンセンター,50594,シャフト式,全連続運転,DB（公設公営、運転委託）,2,2018,57120000,57120000,7669040,7669040,4450,17.6,23655,0,14023,180145548,12,,,,100,43.4,22.6,6.8,24.2,2.7,0.3,139.1,100,51.1,44.4,4.5,7076,8578
愛知県,衣浦衛生組合,衣浦衛生組合クリーンセンター衣浦,36655,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,1995,50803200,33868800,38685006,25790004,154,0.9,711,,,,,,,,100,39.9,24.4,15.4,16,3,1.3,127.9,100,47.3,47.3,5.4,7730,0
愛知県,尾張東部衛生組合,尾張東部衛生組合晴丘センターごみ焼却施設,67123,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,1992,32690000,10000000,55318115,51682882,1520,6,11462,148,6481,98446316,,14,14,13.75,100,37,30,21.3,8,2.1,1.6,175.8,100,45.2,51,3.8,8463,10282
愛知県,海部地区環境事務組合,海部地区環境事務組合八穂クリーンセンター,73968,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,2001,74739840,56448000,4602823,4538075,5000,18,28026.549,0,15561.252,219285338,16,16,16,12,100,49.6,25.6,8.1,7.9,2.5,6.3,169.7,100,46.6,46.8,6.6,7690,7686
愛知県,小牧岩倉衛生組合,小牧岩倉衛生組合環境センターごみ溶融施設,43609,シャフト式,全連続運転,DB（公設公営、一部運転委託）,2,2014,36288000,36288000,,,4270,16,18795,430,7241,96766797,19,6,6,6,100,53.1,18.3,14.4,5.9,2.3,6,175,100,29.7,61.1,9.2,10755,12502
愛知県,刈谷知立環境組合,刈谷知立環境組合クリーンセンター,60910,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,3,2009,52139000,47712000,,,6400,13.9,27922,1062,,,,,,,100,40.5,21.8,31.9,5.7,0.1,0,175,100,39,56,5,9742,11860
愛知県,江南丹羽環境管理組合,江南丹羽環境管理組合環境美化センター　ごみ焼却処理施設,31081,流動床式,全連続運転,その他公設公営,2,1982,6371400,,0,,,,,,,,,,,,100,37.3,17.1,31.8,9.3,0.9,3.6,150,100,55.1,37.7,7.2,5720,7380
愛知県,尾三衛生組合,尾三衛生組合東郷美化センター,50354,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,1997,84389760,50633856,0,0,,,,,,,,,,,100,46.3,27.5,12.2,9.6,1.5,2.9,114,100,43.3,50,6.7,8263,10878
愛知県,知多南部広域環境組合,知多南部広域環境センター,61814,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2022,15120000,15120000,1738000,1738000,6520,24.2,32919,0,24548,398568733,19,11,11,11,100,51.7,17.7,15.3,7.1,1.8,6.4,156,100,45.7,47.4,6.9,10225,8957
三重県,津市,津市西部クリーンセンター(2号炉),27733.71,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,1,2001,409248000,,277502054,,1990,17.5,10969.9,3035.1,5436.71,56867635,15.65,,,,100,55.6,17.7,4.4,17,2.9,2.4,205,100,51,43.8,5.2,6973,6991
三重県,津市,津市クリーンセンターおおたか,85561.24,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1999,13245120,,0,,,,,,,,,,,,100,53.1,20.6,4.7,16.1,2.6,2.9,207.5,100,56.7,36.9,6.4,5535,6130
三重県,四日市市,四日市市クリーンセンター,96294,シャフト式,全連続運転,DB+O（公設民営、長期包括運営委託）,3,2016,,,,,9000,19,57593,,36296,515186492,,13,13,13,100,32.2,25.9,25.8,10.4,2,3.7,140,100,45.9,48.6,5.5,8009,9033
三重県,松阪市,松阪市クリーンセンター,48159,ストーカ式（可動）,全連続運転,その他公設民営,2,2015,,,,,3500,17.54,21376,6423,14953,231364379,18.7,11.198,11.198,11.198,100,37.4,21.2,22.3,8.3,7,3.8,206.3,100,43.4,46,10.6,0,7758
三重県,鈴鹿市,鈴鹿市清掃センター,60655,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,3,2002,,,,,3000,13.3,21376,,,,,,,,100,54,14.2,5.9,21.1,1.4,3.4,210,100,56.9,38.7,4.4,5868,
三重県,亀山市,亀山市総合環境センター,20254,シャフト式,全連続運転,DB（公設公営、運転委託）,2,2000,,,,,1250,13,4484,,106,619646,,5,5,5,100,51.8,21,3,20.7,2,1.5,205,100,53.1,41.8,5.1,8165,0
三重県,熊野市,熊野市クリーンセンター(ごみ処理施設),4962,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,2,1995,378987,,246082,,,,,,,,,,,,100,36.9,18.4,5.5,29.1,9.1,1,170,100,55.8,35,9.2,0,5190
三重県,菰野町,菰野町清掃センター,10135,ストーカ式（可動）,バッチ運転,DB（公設公営、運転委託）,2,1991,0,0,0,0,,,,,,,,,,,100,41,13.3,5.5,13.1,3.4,23.7,123.8,100,40.2,53.4,6.4,9035,9035
三重県,伊賀南部環境衛生組合,伊賀南部クリーンセンター,20482,流動床式,全連続運転,DB（公設公営、運転委託）,2,2008,63366400,,0,,,,,,,,,,,,100,39.2,37.6,11.6,2.9,1.6,7.1,0,100,46.4,47.2,6.4,7712.5,0
三重県,桑名広域清掃事業組合,桑名広域清掃事業組合可燃ごみ焼却施設,43023,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2019,360000,0,908799,,3080,21.85,22193,466,,,,,,,100,41.4,18.5,15.1,19.3,1.2,4.5,123,100,41,51.4,7.6,10547,0
三重県,鳥羽志勢広域連合,やまだエコセンター　高効率ごみ発電施設,22985.48,シャフト式,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2014,,,,,1210,12.7,7429,6479,950,11220451,18.7,,,,100,40.3,29.6,12.2,13.7,2.4,1.8,210,100,49,45.2,5.8,9278,7283
